ISO_code,Year,IPV,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion,Education (source),Employment (source),Parliamentary Representation (source),Poverty Alleviation (source),Legal Protection (source),Gender-Equitable Births (source),Maternal Survival (source),Attitudes Against Violence (source),Absence of Child Marriage (source),Water Sanitation Access (source),Electricity Access (source),Cell Phone Use (source),Financial Inclusion (source),Subregion,Region,Income,Education (score),Employment (score),Parliamentary Representation (score),Poverty Alleviation (score),Legal Protection (score),Gender-Equitable Births (score),Maternal Survival (score),Attitudes Against Violence (score),Absence of Child Marriage (score),Water Sanitation Access (score),Electricity Access (score),Cell Phone Use (score),Financial Inclusion (score),Equity,Protection,Resources,WSI (Baseline),included_index,Economy
ZAF,2018,24.0,0.8848849498006437,47.66878289819255,41.29464285714285,20.5,0.90625,104.1,125.39751,33.92754456584244,3.6,80.68091129936415,84.7,161.1938374,0.7232240438461304,TSI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Southern Africa,Sub-Saharan Africa,Upper middle income,0.5505337834001394,0.4463771171313648,0.3941761363636363,0.7759562841530054,0.9,0.782857142857143,0.9262431911834356,0.2045425161527468,0.9530026109660574,0.7899252568266122,0.8457661290322581,0.504635505079838,0.7210090715550856,61.34086642096291,71.66613652898457,71.53339906234484,68.00240204042936,True,South Africa
SSD,2018,41.0,0.7689822294022616,67.81647252541316,26.55889145496536,67.3,0.40625,103.5,1274.81697,17.69619423711119,51.5,23.20582316909628,6.3,18.43380633,0.0453968867659568,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.4548545553872408,0.6595237365356958,0.253516691161033,0.2644808743169399,0.3666666666666666,0.817142857142857,0.2442887175960005,0.587395756545368,0.3276762402088772,0.164944204928628,0.0554435483870967,0.0577091117000944,0.0377574246026216,39.98085048135152,49.41258928732757,7.896357240461023,24.9865028684169,True,South Sudan
ESP,2018,15.0,0.9814453125,62.97242747223678,38.63636363636363,0.8,1.0,105.8,4.05448,1.7811704834605595,6.82,99.92172684274227,100.0,115.7483421,0.9310325086116792,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Southern Europe,Europe & Central Asia,High income,0.6302456394114919,0.6082775715197396,0.3688016528925619,0.9912568306010928,1.0,0.6857142857142857,0.9982364234427488,0.9627877166477388,0.9109660574412533,0.9991488618504172,1.0,0.3623632517218513,0.9304805781458584,71.97163388849772,88.94261208115066,82.29981729295316,80.76503227544642,True,Spain
LKA,2018,24.0,0.9971830985915492,40.23459152556692,5.777777777777778,1.1,0.5,104.3,30.29092,4.2007730887145645,9.8,90.46089944064413,99.6,140.3243174,0.7739214897155762,ORI,ORI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South Asia,Lower middle income,0.6432373898958281,0.3677292528651239,0.0551515151515151,0.9879781420765028,0.4666666666666667,0.7714285714285715,0.9826702543881476,0.9057158970441546,0.8720626631853785,0.896272327791225,0.9959677419354838,0.4393011167691979,0.7721122370520165,50.415259333112736,88.29693465115629,77.59133558869809,70.16280663440948,True,Sri Lanka
SUR,2018,28.0,1.0267752035677478,54.58582030822411,25.49019607843137,1.1,0.59375,104.3,97.62668,5.138715268873394,36.0,91.3683683855516,97.4,126.7057876,0.5726386081934767,ORI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,ORI,ORI,ORI,ORI,AVG_INC,South America,Latin America & Caribbean,Upper middle income,0.6676660637843045,0.5195539015428936,0.2433155080213903,0.9879781420765028,0.5666666666666667,0.7714285714285715,0.9427197190418868,0.8835924017278659,0.5300261096605744,0.9061400968404446,0.9737903225806452,0.3966667718406502,0.5692185363987016,59.70360564183515,78.19417004647246,71.14539319151105,69.25331592921697,True,Suriname
SWE,2018,21.0,1.023782579711559,82.295390621415,43.55300859598854,0.7,1.0,105.7,4.53476,2.7918781725888326,0.2,99.17611857143592,100.0,124.246327,1.0,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Northern Europe,Europe & Central Asia,High income,0.6651956132262076,0.8126992371462202,0.4157332638707997,0.9923497267759562,1.0,0.6914285714285711,0.9979514716858204,0.9389478816349024,0.9973890339425588,0.991041157158452,1.0,0.3889671527849594,1.0,77.71955682038367,90.64292396729633,84.50020774858528,84.12156290747355,True,Sweden
CHE,2018,12.0,0.941631504922644,78.13261882717096,29.26829268292683,0.0,0.78125,105.1,7.43487,2.0242914979757085,0.1,99.932915968989,100.0,126.7095617,0.9889697283506392,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Western Europe,Europe & Central Asia,High income,0.5973788148869084,0.768660404321634,0.2793791574279379,1.0,0.7666666666666667,0.7257142857142859,0.9962308265625897,0.9570531556697832,0.9986945169712794,0.9992705318142048,1.0,0.3966785870867566,0.9888814557043968,68.24170086606294,91.94231962294846,84.62076436513395,80.97433952844744,True,Switzerland
TJK,2018,24.0,0.9025811823480432,28.681415139053616,20.0,6.1,0.84375,106.2,17.35197,3.4166666666666665,8.7,91.14126721150193,99.3,109.5514394,0.4143819957971573,TSI,TSI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Central Asia,Europe & Central Asia,Lower middle income,0.5651422573259641,0.2455057852750604,0.1909090909090909,0.9333333333333332,0.8333333333333334,0.6628571428571426,0.990346977414939,0.924210826819795,0.8864229765013055,0.9036706107506948,0.9929435483870968,0.3429631482539683,0.4096954338917399,55.36447600353564,86.59594808982956,66.23181853208749,68.22315741648946,True,Tajikistan
TZA,2018,38.0,0.8062747208912256,87.06962581640781,37.17948717948718,44.9,0.75,102.9,266.82197,17.69619423711119,30.03333333333333,36.92230610161207,34.9,74.87851487,0.181706216186285,ORI,TSI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Eastern Africa,Sub-Saharan Africa,Lower middle income,0.4856400001470989,0.8632068690822932,0.3548951048951049,0.5092896174863388,0.7333333333333333,0.851428571428571,0.8423355782292514,0.587395756545368,0.6079199303742384,0.3140965109168278,0.34375,0.2344156438020912,0.1751576052365901,58.92729849888339,72.22699591443572,26.685493998887733,48.42806426739166,True,Tanzania
THA,2018,24.0,0.9522700814901048,74.26391953725077,4.8,0.0,0.65625,106.4,28.80441,5.510752688172043,17.0,98.59064503392985,99.8,175.8777812,0.8263566792011261,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,Southeast Asia,East Asia & Pacific,Upper middle income,0.6061611004935967,0.7277326259810174,0.0458181818181818,1.0,0.6333333333333333,0.651428571428571,0.9835522058252082,0.8748170547209277,0.7780678851174935,0.9846747490461296,0.997983870967742,0.5506052488094885,0.8249670529147999,60.26090483252259,82.196642927305,83.95577304345399,74.64145522485809,True,Thailand
TLS,2018,38.0,0.7639533427404878,58.82295411254015,32.30769230769231,24.4,0.75,107.1,249.4876,10.065407664650616,14.9,62.912444795310265,85.2,116.3766548,0.2958234280452648,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,AVG_INC,Southeast Asia,East Asia & Pacific,Lower middle income,0.4507031429621568,0.5643794256135839,0.3083916083916084,0.7333333333333334,0.7333333333333333,0.6114285714285717,0.8526201188862539,0.7673851786724792,0.8054830287206266,0.5967118969593215,0.8508064516129032,0.3643302555591368,0.2901880700591271,55.80281687268032,75.92292244269828,52.55091685476222,60.60890607091653,True,Timor-Leste
TGO,2018,25.0,0.5134094099313916,76.36185487839737,17.582417582417584,28.4,0.78125,102.7,434.54162,19.427385601185183,24.8,33.92381745162635,50.0,76.36078188,0.2682987786829471,TSI,TSI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.2438758140427532,0.7499271224204563,0.1678321678321678,0.6896174863387978,0.7666666666666667,0.8628571428571425,0.7428269396457192,0.5465616786620118,0.6762402088772845,0.2814911047915722,0.4959677419354839,0.2390560480093461,0.2624431474602703,52.35838514601684,70.71214925105396,31.973951054916817,49.101210117260976,True,Togo
TON,2018,37.0,1.0108457382375875,55.08672121806548,7.6923076923076925,0.9000000000000001,0.5,108.1,83.91316,9.305029849711843,10.1,95.71363959750433,99.0,102.6514503,0.5726386081934767,TSI,ORI,ORI,TSI,ORI,ORI,ORI,AVG_TLS,TSI,ORI,ORI,ORI,AVG_INC,Polynesia,East Asia & Pacific,Upper middle income,0.6545160795543465,0.5248530369556704,0.0734265734265734,0.9901639344262296,0.4666666666666667,0.5542857142857145,0.950855997083178,0.7853204153888397,0.8681462140992167,0.9533903449248504,0.9899193548387096,0.3213619534397807,0.5692185363987016,54.19252582058973,78.96520852142372,70.84725474005106,67.17887634075333,True,Tonga
TTO,2018,28.0,1.0197050775873258,62.319339118942025,30.136986301369863,0.4386363636363636,0.84375,104.1,27.61219,1.5090543259557343,4.2,95.55199773196443,100.0,131.0947831,0.7360303997993469,TSI,TSI,ORI,AVG_INC,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Caribbean,Latin America & Caribbean,High income,0.6618295813149063,0.601368413335714,0.2876712328767123,0.9952061599602584,0.8333333333333334,0.782857142857143,0.9842595540046972,0.9692061938880148,0.9451697127937336,0.9516326598748178,1.0,0.41040701772511,0.7339179137357181,67.5881744164185,92.03731508858972,77.39893978339116,78.37722620651783,True,Trinidad and Tobago
TUN,2018,25.0,0.8148885052766458,25.67796286465805,31.33640552995392,0.2,0.5,105.7,39.02239,6.15910240325911,1.5,95.43924730923632,99.8,123.7705691,0.2827479243278503,ORI,TSI,ORI,TSI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,ORI,TSI,Northern Africa,Middle East & North Africa,Lower middle income,0.4927507930381867,0.2137316359470525,0.2991202346041056,0.9978142076502732,0.4666666666666667,0.6914285714285711,0.9774898435505806,0.8595242550276493,0.9804177545691906,0.9504066177739542,0.997983870967742,0.3874777389709161,0.2770079261886157,49.40167075812569,87.72151061439979,65.32190384753069,65.6601984430583,True,Tunisia
TUR,2018,32.0,0.8275128166201493,35.791681125600164,14.571948998178506,0.4,0.75,105.3,16.87219,6.039150354019158,14.7,97.6754096260958,100.0,96.74999684,0.552972823381424,TSI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,Western Asia,Europe & Central Asia,Upper middle income,0.5031723289554555,0.320726775182034,0.1390958768007948,0.9956284153005464,0.7333333333333333,0.7142857142857143,0.9906316325201672,0.8623535963833072,0.8080939947780679,0.9747225278920544,1.0,0.3028867871708482,0.5493953709779947,53.83913459144328,84.38412344918142,70.67511715102243,68.47653614760819,True,Türkiye
TUV,2018,39.0,0.9648555707748488,36.58505900685193,6.666666666666667,3.6,0.609375,107.0,70.997065,9.305029849711843,1.8,88.65463361405287,99.0,78.2328578,0.5726386081934767,TSI,TSI,ORI,TSI,AVG_REG,ORI,AVG_REG,AVG_TLS,TSI,ORI,ORI,ORI,AVG_INC,Polynesia,East Asia & Pacific,Upper middle income,0.6165505882881018,0.329120085602625,0.0636363636363636,0.960655737704918,0.5833333333333334,0.617142857142857,0.9585191601607636,0.7853204153888397,0.9765013054830288,0.8766310892471141,0.9899193548387096,0.244916793014707,0.5692185363987016,51.065922171306845,83.43709345438724,67.01714433748081,65.85045115067642,True,Tuvalu
UGA,2018,45.0,0.6896657246487176,81.52023222615759,34.29844097995546,42.36666666666667,0.6145833333333333,102.8,283.32194,17.69619423711119,34.0,30.92866474291084,41.9,58.94688705,0.2917034551501274,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.3893777320873588,0.8044986744758096,0.3273942093541203,0.5369763205828779,0.5888888888888888,0.8571428571428572,0.8325460899291679,0.587395756545368,0.556135770234987,0.248921973514289,0.4143145161290322,0.184539884397348,0.2860351259986856,52.94271650778111,70.8305118463095,28.345287500983872,47.36990232973494,True,Uganda
UKR,2018,18.0,0.9694519317160823,69.73709550565808,12.293144208037823,0.0,0.78125,106.7,11.27424,6.070861222668452,9.1,96.33050192286753,100.0,127.753861,0.6616229563951492,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Eastern Europe,Europe & Central Asia,Upper middle income,0.6203449450125538,0.6798424084511292,0.1173436492585428,1.0,0.7666666666666667,0.6342857142857139,0.9939529152879212,0.8616056235669879,0.881201044386423,0.9600980730471268,1.0,0.3999478839358806,0.6589150052207571,63.68395338777785,84.27613243817615,75.47402405509412,73.9907403511318,True,Ukraine
GBR,2018,24.0,1.001739308020254,74.53661970009242,28.52233676975945,0.5,0.96875,105.5,9.20921,2.549019607843137,0.0,99.40314817463336,100.0,118.7527408,0.9703233987092972,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Northern Europe,Europe & Central Asia,High income,0.6469986010158534,0.7306175779976585,0.2722586691658857,0.994535519125683,0.9666666666666668,0.7028571428571426,0.9951781046079212,0.9446762521393212,1.0,0.9935098649905606,1.0,0.3717688610174068,0.9700859039121886,72.22154067943494,91.06778749010962,83.38411574800391,81.85369469843943,True,United Kingdom
USA,2018,26.0,1.0044543429844095,68.93334779828072,19.73684210526316,1.0,0.84375,104.6,19.45208,3.073929961089494,0.1588235294117647,99.69140200011034,100.0,104.847944,0.9371265918016434,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_EUR,ORI,ORI,ORI,TSI,North America,North America,High income,0.649239898273636,0.6713393934726769,0.1883971291866028,0.989071038251366,0.8333333333333334,0.7542857142857144,0.9891009750116686,0.9322950499851002,0.9979265857779144,0.9966443217599332,1.0,0.3282383249288075,0.9366234308373091,66.6276158503523,91.84020812650994,81.53765193815126,79.3137427539965,True,United States
URY,2018,18.0,1.0650406504065042,69.85279089760003,22.307692307692307,0.1,0.78125,105.9,18.06394,3.6524374402329873,24.6,98.13977588966884,99.8,130.1172556,0.6440336853265762,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,South America,Latin America & Caribbean,High income,0.699254696048642,0.6810663741826526,0.2129370629370629,0.9989071038251366,0.7666666666666667,0.6799999999999995,0.9899245631932762,0.918649637958634,0.6788511749347258,0.9797720219479142,0.997983870967742,0.4073467575337242,0.6411849713902089,67.17663807320321,81.68563440216589,75.65719054598974,74.59986712574648,True,Uruguay
VUT,2018,47.0,0.8205550207809462,62.444173334947294,0.0,10.522222222222222,0.5833333333333333,107.0,96.58235,9.305029849711843,21.4,62.327648340547015,61.6,84.57103647,0.2958234280452648,AVG_INC,TSI,ORI,TSI,ORI,ORI,ORI,AVG_TLS,TSI,ORI,ORI,ORI,AVG_INC,Melanesia,East Asia & Pacific,Lower middle income,0.4974285765027253,0.6026890605970041,0.0,0.8850030358227079,0.5555555555555555,0.617142857142857,0.9433393235815574,0.7853204153888397,0.720626631853786,0.5903528514087384,0.6129032258064516,0.2647591768552552,0.2901880700591271,50.81352456955985,76.660730699176,43.9550831032393,55.529077665731805,True,Vanuatu
VEN,2018,19.0,1.057884231536926,60.60269160649261,22.15568862275449,7.1,0.78125,105.7,179.33174,5.546218487394958,23.51590909090909,95.4968565481958,99.9,69.50784615,0.7241199761629105,TSI,TSI,ORI,TSI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,South America,Latin America & Caribbean,Upper middle income,0.6933469776583865,0.5832076405246668,0.2114861186717474,0.9224043715846996,0.7666666666666667,0.6914285714285711,0.8942438291507154,0.8739805133438636,0.6930037977688108,0.9510330575748352,0.998991935483871,0.2176021590817771,0.7219121738055692,63.54223550212333,78.81641779229902,72.23848314865131,71.25509663901225,True,"Venezuela, Bolivarian Republic"
VNM,2018,25.0,0.916008172861621,85.82138103200627,26.72064777327936,1.2,0.84375,114.8,51.06105,11.864117364117364,13.775,88.20021908350661,100.0,148.1748225,0.3405622482299805,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Southeast Asia,East Asia & Pacific,Lower middle income,0.5762264155101715,0.8500014266267565,0.2550607287449393,0.9868852459016394,0.8333333333333334,0.1714285714285713,0.9703472656417308,0.7249585275917302,0.8201697127937337,0.8716898098069705,1.0,0.4638780092247053,0.3352849244041082,70.03014300233681,67.17260193639414,66.7713185858946,67.97601675707746,True,Vietnam
PSE,2018,29.0,0.9781931464174454,14.592027892345168,13.072236985241217,0.5,0.28125,105.1,20.95697,9.25553319919517,13.4,97.55083618707336,100.0,89.97575355,0.1830820254981517,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Middle East,Middle East & North Africa,Lower middle income,0.6275609333141802,0.0964512129305945,0.1247804439500298,0.994535519125683,0.2333333333333333,0.7257142857142859,0.988208118658117,0.7864879062417323,0.825065274151436,0.9733679229407346,1.0,0.2816792538102531,0.1765444248238648,41.533228853076416,83.13688961913928,60.78979003937132,59.4301331950044,True,West Bank and Gaza
ZMB,2018,41.0,0.759401503648013,61.08370469946775,17.964071856287426,62.3,0.8125,101.1,144.87115,35.821917808219176,29.0,45.00229561035674,40.2,86.73672801,0.267752330750227,ORI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,ORI,TSI,Eastern Africa,Sub-Saharan Africa,Lower middle income,0.4469455396124687,0.5882963785662908,0.1714752313554708,0.3191256830601093,0.8,0.9542857142857144,0.9146894143620208,0.1598594232696361,0.6214099216710183,0.4019578871543797,0.3971774193548387,0.2715391187051601,0.2618923264344307,46.5168566518868,66.25611183970975,33.31416879122023,46.82614755539837,True,Zambia
ZWE,2018,35.0,0.878208549124925,71.00726107251751,36.15160349854227,37.0,0.875,102.3,358.5035,10.154620462046203,33.375,45.32709249207381,45.4,85.76158782,0.2348026931285858,TSI,TSI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Eastern Africa,Sub-Saharan Africa,Lower middle income,0.5450223263751283,0.6932797554456998,0.3450834879406307,0.5956284153005464,0.8666666666666667,0.8857142857142857,0.7879406147675744,0.7652808923453625,0.5642950391644908,0.4054897111740078,0.4495967741935484,0.2684863322572317,0.2286790006827002,60.91361303457343,75.08077079979283,33.8062954576872,53.67188995883658,True,Zimbabwe
