,ISO_code,Year,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion,Education (source),Employment (source),Parliamentary Representation (source),Poverty Alleviation (source),Legal Protection (source),Gender-Equitable Births (source),Maternal Survival (source),Attitudes Against Violence (source),Absence of Child Marriage (source),Water Sanitation Access (source),Electricity Access (source),Cell Phone Use (source),Financial Inclusion (source),Subregion,Region,Income,Education (score),Employment (score),Parliamentary Representation (score),Poverty Alleviation (score),Legal Protection (score),Gender-Equitable Births (score),Maternal Survival (score),Attitudes Against Violence (score),Absence of Child Marriage (score),Water Sanitation Access (score),Electricity Access (score),Cell Phone Use (score),Financial Inclusion (score),Equity,Protection,Resources,WSI (Baseline),included_index,Economy,WSI Quartile
3689,NGA,2024,0.7535860585079238,87.9719644610456,3.854389721627409,30.9,0.5208333333333333,103.8,1047.23535,5.668016194331984,30.3,57.48335713821272,60.5,101.6857635,0.3480737805366516,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.442144812764621,0.8727528981913868,0.0367919018882616,0.6622950819672131,0.4888888888888888,0.8,0.3793136665082764,0.871107637962036,0.6044386422976501,0.5376762864859849,0.6018145161290323,0.3183387618964362,0.3428565697211497,50.05747167400744,66.37149866919907,45.01715335581508,53.08145937804745,True,Nigeria,lowest quartile
3719,NIC,2024,0.9941132779958044,57.523977375160406,53.84615384615385,3.9,0.875,103.5,77.87857,5.166666666666667,35.2,75.88802423647127,86.5,97.10898703,0.1837744414806366,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Central America,Latin America & Caribbean,Lower middle income,0.6407032124086269,0.550637279224586,0.513986013986014,0.9573770491803278,0.8666666666666667,0.817142857142857,0.9544363398474862,0.8829331045651575,0.5404699738903394,0.7378076577825571,0.8639112903225806,0.3040106464868828,0.1772423820471293,70.58740442932444,79.874556886146,52.07429941597874,66.46398397701022,True,Nicaragua,mid-quartiles
3749,NLD,2024,0.9633385335413416,79.46361679082347,39.11111111111112,0.1,1.0,105.3,4.31174,1.3118062563067607,0.1,98.4390561630892,100.0,118.0652669,0.9947450757026672,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Western Europe,Europe & Central Asia,High income,0.6152982539954305,0.7827413099557613,0.3733333333333333,0.9989071038251366,1.0,0.7142857142857143,0.9980837902100774,0.9738587373361484,0.9986945169712794,0.9830263797258548,1.0,0.3696166463648403,0.9947030217906444,75.40560002219323,92.1230689700805,83.6836511970335,83.45855724354954,True,Netherlands,top quartile
3779,NOR,2024,1.020979020979021,78.58780307393575,44.37869822485207,0.2,0.875,106.1,1.66374,1.080550098231827,0.0,98.6928379445756,100.0,110.6788541,1.0,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Northern Europe,Europe & Central Asia,High income,0.6628812384272724,0.7734758936010072,0.4236148466917698,0.9978142076502732,0.8666666666666667,0.6685714285714288,0.9996548576131468,0.9793134387434008,1.0,0.9857859893220406,1.0,0.346492647245652,1.0,74.48905706073978,91.1884931231994,83.30696591419232,82.71252478103578,True,Norway,top quartile
3809,NPL,2024,0.5982071943090566,30.943601461750028,33.23262839879154,8.2,0.7083333333333333,104.9,174.41018,4.478522694144559,34.9,83.97069287696732,91.3,127.2282803,0.4965912997722626,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southern Asia,South Asia,Lower middle income,0.3138775061391232,0.2694379271765323,0.3172205438066465,0.9103825136612022,0.6888888888888888,0.7371428571428567,0.8971638074317765,0.8991645421474264,0.5443864229765013,0.8256981667563017,0.912298387096774,0.3983024942219639,0.4925626394161752,49.996147593447866,76.94644074246402,65.72154218728036,63.23307098903861,True,Nepal,mid-quartiles
3839,NRU,2024,1.0051585837917925,65.34536261609908,10.526315789473683,1.7,0.6171875,107.2,75.32332,9.305029849711843,26.8,76.18557742874684,100.0,79.92327366,0.9026253647529162,AVG_INC,TSI,ORI,TSI,AVG_REG,ORI,AVG_REG,AVG_TLS,TSI,TSI,TSI,TSI,AVG_INC,Micronesia,East Asia & Pacific,High income,0.6498212583707412,0.6333813483466686,0.1004784688995215,0.9814207650273225,0.5916666666666667,0.6057142857142854,0.9559523783602102,0.7853204153888397,0.6501305483028721,0.7410432353719728,1.0,0.2502088306947162,0.9018460986565398,59.13537014621841,74.92794069415518,72.32745411808072,68.43287168333956,True,Nauru,mid-quartiles
3869,NZL,2024,0.9992277992277993,79.51134357717602,45.52845528455285,0.3454545454545454,0.96875,105.3,7.03044,0.8763388510223954,0.1588235294117647,100.0,100.0,114.6898687,0.992437481880188,TSI,ORI,ORI,AVG_INC,ORI,ORI,TSI,TSI,AVG_EUR,TSI,TSI,TSI,TSI,Australia and New Zealand,East Asia & Pacific,High income,0.6449253173035839,0.7832462216034143,0.434589800443459,0.9962245404868356,0.9666666666666668,0.7142857142857143,0.9964707762566316,0.9841302245397344,0.9979265857779144,1.0,1.0,0.3590495812525696,0.9923769608424552,76.5130509300792,92.32033252149986,83.78566355237562,83.95905293464236,True,New Zealand,top quartile
3899,OMN,2024,1.0496150556030797,45.57858652925698,10.227272727272728,0.3454545454545454,0.34375,104.4,17.00671,6.974895348365124,4.0,97.05000216712996,100.0,135.0769728,0.6352985501289368,TSI,TSI,ORI,AVG_INC,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,High income,0.6865206636000641,0.4242644928963803,0.0976239669421487,0.9962245404868356,0.3,0.7657142857142852,0.990551821346806,0.8402819266817185,0.9477806788511748,0.9679218804413984,1.0,0.4228737121285477,0.632379930978655,50.092673278508585,88.60821781484962,75.57938808871502,69.48384786689427,True,Oman,mid-quartiles
3929,PAK,2024,0.7738095238095238,25.044460981396277,20.13574660633484,4.9,0.5,105.5,154.16394,7.597535934291582,18.3,77.16080365294454,95.0,81.74691267,0.1148034930229187,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Southern Asia,South Asia,Lower middle income,0.4588395507410192,0.2070296871230497,0.1922048539695598,0.946448087431694,0.4666666666666667,0.7028571428571426,0.9091759704599932,0.8255955351558117,0.7610966057441253,0.7516477934729737,0.9495967741935484,0.2559179384853012,0.1077194754574847,45.42377691863979,79.96813135542682,51.62204954023271,57.23721285572716,True,Pakistan,lowest quartile
3959,PAN,2024,1.0516569200779726,61.68418672539317,22.857142857142858,1.3,0.71875,105.3,49.51727,7.599498802479009,26.4,88.77453320859426,95.0,156.3065885,0.431090235710144,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Central America,Latin America & Caribbean,High income,0.6882062497191235,0.5946490034184299,0.2181818181818182,0.985792349726776,0.7,0.7142857142857143,0.9712631955645064,0.8255492364541757,0.6553524804177546,0.8779348710620942,0.9495967741935484,0.489335420679078,0.4265373858834551,63.73658842092296,79.16126566805379,68.5851112954544,70.20646887949553,True,Panama,mid-quartiles
3989,PER,2024,0.8914728682170542,71.21680198442284,38.46153846153846,2.7,0.96875,104.1,68.53598,3.584229390681003,14.1,83.85375298046462,96.2,122.0264016,0.5139030814170837,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,South America,Latin America & Caribbean,Upper middle income,0.5559721971502872,0.6954965325464936,0.3671328671328671,0.9704918032786886,0.9666666666666668,0.782857142857143,0.9599793302588312,0.9202584796300268,0.8159268929503917,0.8244265685404024,0.9616935483870968,0.3820174257138886,0.5100129631409688,71.11520133550006,86.97554614240983,66.9537626445589,74.5380795186613,True,Peru,mid-quartiles
4019,PHL,2024,1.0394669578482012,62.268730010084575,27.46268656716418,3.0,0.84375,107.7,78.23626,22.51876563803169,9.4,88.09648117019498,94.8,144.0428223,0.4091331958770752,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Southeast Asia,East Asia & Pacific,Lower middle income,0.6781432747376734,0.6008330089958805,0.2621438263229308,0.9672131147540984,0.8333333333333334,0.5771428571428567,0.954224121154358,0.473644463493737,0.877284595300261,0.8705617692542313,0.9475806451612904,0.4509423161389782,0.4044046290715726,66.83333116287832,72.05740092728031,66.83723399065181,68.53252344964525,True,Philippines,mid-quartiles
4049,PLW,2024,1.0054773082942097,74.56198495270851,6.896551724137931,0.3454545454545454,0.5,107.7,75.32332,9.305029849711843,23.83333333333333,99.2006477321522,100.0,132.927167,0.9026253647529162,TSI,TSI,ORI,AVG_INC,ORI,ORI,AVG_REG,AVG_TLS,AVG_REG,TSI,TSI,TSI,AVG_INC,Micronesia,East Asia & Pacific,High income,0.6500843696612723,0.7308859223063852,0.0658307210031347,0.9962245404868356,0.4666666666666667,0.5771428571428567,0.9559523783602102,0.7853204153888397,0.6888598781549173,0.9913078859476604,1.0,0.4161435023810468,0.9018460986565398,58.19384440248589,75.1818882261706,82.73243717463117,71.26703628353522,True,Palau,mid-quartiles
4079,PNG,2024,0.7293246746305353,60.64796870331296,2.702702702702702,39.7,0.59375,107.6,191.83874,9.305029849711843,27.3,29.511777986299023,19.0,48.42485057,0.313592883447806,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_TLS,TSI,TSI,TSI,TSI,AVG_INC,Melanesia,East Asia & Pacific,Lower middle income,0.4221167196194879,0.5836866363947768,0.0257985257985257,0.5661202185792349,0.5666666666666667,0.582857142857143,0.8868233835275328,0.7853204153888397,0.6436031331592689,0.2335148222705968,0.1834677419354838,0.1515994613687857,0.3080997301961061,43.28777534117384,72.46510187331961,21.917043894274315,40.96617197531253,True,Papua New Guinea,lowest quartile
4109,POL,2024,1.0285273708558211,74.8594211702185,27.678571428571427,0.1,0.9375,106.1,1.95947,2.212855637513172,7.8199999999999985,96.12320672282978,100.0,131.9444373,0.9568974375724792,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6691125010456223,0.7340325622151622,0.2642045454545454,0.9989071038251366,0.9333333333333332,0.6685714285714288,0.9994793999986792,0.9526054424246334,0.897911227154047,0.957843956065534,1.0,0.413066956115287,0.9565524979947188,71.991800917476,87.96418745371972,83.18658525438849,80.76330387437575,True,Poland,top quartile
4139,PRI,2024,1.0485668789808915,41.78982690310096,26.95144166753372,0.3454545454545454,0.84375,105.2,34.33675,1.8800358102059087,20.15714285714285,100.0,100.0,119.7930948,0.6609325408935547,TSI,TSI,AVG_REG,AVG_INC,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Caribbean,Latin America & Caribbean,High income,0.6856553799407386,0.3841824129659989,0.2572637613719127,0.9962245404868356,0.8333333333333334,0.7199999999999998,0.9802698496935252,0.9604557535060196,0.7368519209250279,1.0,1.0,0.3750258066594977,0.6582190644877567,63.13318856197638,84.93943810311431,75.83112177868136,74.08634950948274,True,Puerto Rico,mid-quartiles
4169,PRT,2024,1.0073375262054507,78.54791182605841,36.52173913043478,0.2,1.0,105.7,11.79945,5.523562786176682,6.82,99.52897698344576,100.0,124.5494123,0.9018294215202332,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,High income,0.6516200041405281,0.7730538757524998,0.3486166007905138,0.9978142076502732,1.0,0.6914285714285711,0.993641306409233,0.8745148994823619,0.9109660574412533,0.9948781207662176,1.0,0.3899159955317713,0.9010437856790634,75.4220937666763,86.76377086903548,82.1459475494263,81.30945478631781,True,Portugal,top quartile
4199,PRY,2024,0.9988726042841036,66.60066012289425,24.0,1.3,0.96875,105.0,71.12281,5.179566720237791,21.6,96.2312110824732,100.0,127.7049687,0.2945190966129303,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,South America,Latin America & Caribbean,Upper middle income,0.6446320991816101,0.6466614030264164,0.2290909090909091,0.985792349726776,0.9666666666666668,0.7314285714285713,0.9584445552247368,0.8826288275203696,0.7180156657963446,0.9590183897288026,1.0,0.399794821071301,0.2888733003718911,69.45686855384757,82.26294049925056,66.19216277929986,72.31726618222434,True,Paraguay,mid-quartiles
4229,PSE,2024,1.0189431704885346,17.016701096853428,15.441232773194589,0.5,0.15625,105.1,20.43431,9.25553319919517,13.4,99.11260713428378,100.0,77.60221248,0.2550049126148224,TSI,ORI,AVG_REG,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,Lower middle income,0.6612006169318502,0.1221023375142769,0.147393585562312,0.994535519125683,0.1,0.7257142857142859,0.9885182146131352,0.7864879062417323,0.825065274151436,0.9903505371682932,1.0,0.2429424866471831,0.2490428937369787,40.50464118268244,83.14464201801474,62.05839793881138,59.34441763283317,True,West Bank and Gaza,mid-quartiles
4259,QAT,2024,1.2431640625,65.47534518602517,4.444444444444445,0.3454545454545454,0.21875,104.1,7.60543,7.088846880907372,4.2,99.95384601290924,100.0,174.1281471,0.6156952977180481,TSI,TSI,ORI,AVG_INC,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,High income,0.846297927661754,0.6347564611200855,0.0424242424242424,0.9962245404868356,0.1666666666666666,0.782857142857143,0.996129632734694,0.8375941211327076,0.9451697127937336,0.9994981239987684,1.0,0.5451278217440391,0.612619798391078,53.727396767191685,89.04376523795696,78.93114360334714,72.27962707678697,True,Qatar,mid-quartiles
4289,ROU,2024,0.9560067681895094,63.3355269749262,18.79049676025918,1.8,0.90625,105.6,10.0708,3.1604538087520258,6.9,92.1504330472217,100.0,118.1071502,0.6574442982673645,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6092457847658573,0.6121188770459614,0.1793638327115649,0.980327868852459,0.9,0.6971428571428573,0.9946669203315576,0.9302541886409764,0.9099216710182768,0.9146442263825342,1.0,0.3697477667636771,0.6547029062836788,65.62112726751684,88.2996409283417,73.47737248574725,75.22902166470685,True,Romania,mid-quartiles
4319,RUS,2024,1.012987012987013,77.53566203285365,17.12439418416801,0.0,0.71875,105.7,13.72279,8.600917431192661,6.2,91.93744004257192,100.0,168.9847242,0.8933865427970886,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6562837301693134,0.7623450736314453,0.1634601263034219,1.0,0.7,0.6914285714285711,0.992500182247972,0.801928505016083,0.9190600522193212,0.91232815177659,1.0,0.5290257557169125,0.8925333406012098,65.64177860208362,85.12293277279868,83.3471812023678,77.51265478036625,True,Russian Federation,top quartile
4349,RWA,2024,0.8439849624060151,51.679063634775325,54.71698113207548,52.0,0.9375,102.6,258.92463,12.508185985592664,5.5,70.94700823675257,50.6,79.86005064,0.3321228921413421,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.5167703030762558,0.4888027151865423,0.5222984562607205,0.4316939890710383,0.9333333333333332,0.8685714285714288,0.8470210969018177,0.7097667072087674,0.9281984334203656,0.684079312556711,0.5020161290322581,0.2500109038933881,0.3267780301515688,57.85797593855781,83.83894165255948,44.07210939084816,59.79400182964376,True,Rwanda,mid-quartiles
4379,SAU,2024,0.9203084832904884,72.35641358759187,19.86754966887417,0.3454545454545454,0.6666666666666666,105.1,16.20376,6.974895348365124,13.866666666666667,96.43762546112366,100.0,132.3800002,0.634868323802948,TSI,AVG_INC,ORI,AVG_INC,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,High income,0.5797763786226473,0.707552721873594,0.1896447922937989,0.9962245404868356,0.6444444444444444,0.7257142857142859,0.9910282143117964,0.8402819266817185,0.8189730200174065,0.9612629287054708,1.0,0.4144305349442351,0.6319462616534831,62.3528575544264,84.39993616813018,75.19099313257972,73.41555735913629,True,Saudi Arabia,mid-quartiles
4409,SDN,2024,0.5788976438296383,15.742215583016929,0.0,15.3,0.1875,104.1,270.35535,17.515475716662582,34.2,46.14132071651083,63.2,73.96660858,0.099831610918045,AVG_INC,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.2979372169311002,0.1086192888977733,0.0,0.8327868852459016,0.1333333333333333,0.782857142857143,0.8402392118619338,0.5916584130558519,0.5535248041775456,0.4143435855872197,0.6290322580645161,0.231560818216559,0.0926277769333385,27.45353448816217,69.20698929881186,34.18911097004083,40.19870013228046,True,Sudan,lowest quartile
4439,SEN,2024,0.608117976994269,49.36931292143151,46.06060606060606,9.9,0.6145833333333333,103.1,260.88063,19.427385601185183,30.5,68.78564714378122,67.9,120.4336409,0.2427096962928772,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.322058988274015,0.4643673796555227,0.4396694214876033,0.8918032786885246,0.5888888888888888,0.8400000000000002,0.8458605954515143,0.5465616786620118,0.6018276762402088,0.6605767869693645,0.6764112903225807,0.3770311085365062,0.2366492817167801,54.13575913989108,70.85624875884338,48.76671168863079,57.19112241829186,True,Senegal,lowest quartile
4469,SGP,2024,0.94647201946472,77.60936818314781,29.29292929292929,0.3454545454545454,0.6875,106.0,7.45276,1.4485514485514486,0.1,100.0,100.0,156.4790531,0.9687418937683104,TSI,ORI,ORI,AVG_INC,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Southeast Asia,East Asia & Pacific,High income,0.601374723636756,0.763124826399886,0.2796143250688705,0.9962245404868356,0.6666666666666666,0.6742857142857142,0.9962202123647644,0.9706332915846436,0.9986945169712794,1.0,1.0,0.4898753405788283,0.968491742562491,66.1401016451803,90.99584338016004,86.45917707853299,80.43267330184506,True,Singapore,top quartile
4499,SLB,2024,0.8256477024077369,89.846200188457,8.0,26.6,0.53125,107.0,122.24951,9.305029849711843,21.3,45.71996775847001,76.0,66.96324509,0.313592883447806,AVG_INC,TSI,ORI,TSI,ORI,ORI,TSI,AVG_TLS,TSI,TSI,TSI,TSI,AVG_INC,Melanesia,East Asia & Pacific,Lower middle income,0.5016326525148497,0.8925808296642257,0.0763636363636363,0.7092896174863388,0.5,0.617142857142857,0.9281109102864802,0.7853204153888397,0.7219321148825064,0.4097618159283404,0.7580645161290323,0.2096359982045885,0.3080997301961061,53.59733472058102,76.31265744251708,42.13905151145168,55.65123958787359,True,Solomon Islands,lowest quartile
4529,SLE,2024,0.4993411285883471,62.370140969330784,29.53020134228188,26.1,0.9375,103.4,442.83043,19.427385601185183,29.6,36.91809431359161,29.4,97.70150515,0.1049089133739471,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.2322622618004578,0.6019058567284898,0.2818791946308724,0.7147540983606557,0.9333333333333332,0.8228571428571424,0.7379091604911743,0.5465616786620118,0.6135770234986945,0.3140507121578693,0.2883064516129032,0.3058655913506445,0.0977457118358207,55.282694897076176,68.02262513772558,25.149211673930942,45.56055334494015,True,Sierra Leone,lowest quartile
4559,SLV,2024,0.9201570680628272,58.38020793102826,27.38095238095238,3.4,0.90625,104.8,42.79046,7.599498802479009,19.7,91.19610791050482,100.0,181.6273204,0.231715440750122,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Central America,Latin America & Caribbean,Upper middle income,0.579651383350386,0.5596955212260587,0.2613636363636363,0.9628415300546448,0.9,0.7428571428571429,0.9752542348083284,0.8255492364541757,0.7428198433420365,0.9042669455953144,1.0,0.568604830337959,0.225567041756136,65.2710414198945,82.16201143654209,67.46097044223524,71.25489914939072,True,El Salvador,mid-quartiles
4589,SMR,2024,0.9964850615114236,71.49907354443309,33.333333333333336,0.3454545454545454,0.8125,106.5,10.882454615384615,5.523562786176682,6.82,100.0,100.0,121.8062983,0.9026253647529162,TSI,TSI,ORI,AVG_INC,ORI,ORI,AVG_REG,AVG_REG,AVG_REG,TSI,TSI,TSI,AVG_INC,Southern Europe,Europe & Central Asia,High income,0.6426611510575917,0.6984827423741894,0.3181818181818182,0.9962245404868356,0.8,0.6457142857142856,0.9941853628886644,0.8745148994823619,0.9109660574412533,1.0,1.0,0.381328367485877,0.9018460986565398,69.11100504200871,85.63451513816412,82.07936165356043,78.60979686152554,True,San Marino,top quartile
4619,SOM,2024,0.3047945205479452,23.167867287756145,20.66869300911854,41.564769566087605,0.4270833333333333,104.4,620.68232,17.515475716662582,45.3,46.41142410220711,48.9,50.25710738,0.0604136474430561,TSI,TSI,ORI,AVG_INC,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.0716614648057614,0.1871768102326656,0.1972920696324951,0.545740223321447,0.3888888888888889,0.7657142857142852,0.6323890294665261,0.5916584130558519,0.4086161879895561,0.4172806754396277,0.4848790322580645,0.1573355481551303,0.0528943608515561,27.81518913762516,59.95944790565548,27.80974041760947,35.9290327716169,True,Somalia,lowest quartile
4649,SRB,2024,0.9370748299319728,71.6910119010505,38.0,1.2,0.9375,106.9,10.18134,21.8436873747495,5.5,97.17376317469058,100.0,123.7205974,0.8982834219932556,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,Upper middle income,0.5936172194393247,0.7005132983636836,0.3627272727272727,0.9868852459016394,0.9333333333333332,0.6228571428571423,0.9946013365737272,0.4895677166662543,0.9281984334203656,0.969267651056206,1.0,0.3873212969227835,0.8974694083594283,71.54152739530508,75.88061573793723,81.35145890846044,76.15261129673513,True,Serbia,mid-quartiles
4679,SSD,2024,0.7689822294022616,67.81647252541316,32.33438485804417,67.3,0.625,103.5,1222.53091,17.515475716662582,51.5,24.34854583539579,8.4,30.02012982,0.0403335802257061,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.4548545553872408,0.6595237365356958,0.3086464009176943,0.2644808743169399,0.6,0.817142857142857,0.2753102147640242,0.5916584130558519,0.3276762402088772,0.177370110433859,0.0766129032258064,0.0939814053603392,0.0326535976217821,45.750111343151424,50.29469312929026,9.515450416044672,27.97571679494749,True,South Sudan,lowest quartile
4709,STP,2024,0.7852480674291139,21.53108231649832,14.545454545454543,15.7,0.75,102.7,146.24005,20.263198306520163,28.0,57.57714209683579,78.0,86.77896033,0.313592883447806,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_AFR,TSI,TSI,TSI,TSI,AVG_INC,Central Africa,Sub-Saharan Africa,Lower middle income,0.4682822197254266,0.1698609199360396,0.1388429752066115,0.8284153005464481,0.7333333333333333,0.8628571428571425,0.9138772413378282,0.5268471388290322,0.6344647519582245,0.5386960991387225,0.7782258064516129,0.2716713317505075,0.3080997301961061,46.77469497495719,73.45115687455569,47.41732418842373,54.615454112386495,True,São Tomé and Príncipe,lowest quartile
4739,SUR,2024,1.0267752035677478,54.58582030822411,31.37254901960784,1.1,0.75,104.0,96.45954,5.179566720237791,36.0,92.61916356488416,99.0,150.2880072,0.6149815456118695,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,AVG_INC,South America,Latin America & Caribbean,Upper middle income,0.6676660637843045,0.5195539015428936,0.2994652406417112,0.9879781420765028,0.7333333333333333,0.7885714285714284,0.9434121871721052,0.8826288275203696,0.5300261096605744,0.9197411771052788,0.9899193548387096,0.4704935724845169,0.6119003342961854,64.1599336275749,78.61596382311194,74.80136096811727,72.25946075887363,True,Suriname,mid-quartiles
4769,SVK,2024,0.9930555555555556,77.20677208870296,22.666666666666668,0.1,0.875,105.5,4.82467,9.137055837563452,7.8199999999999985,98.27910732842284,100.0,131.9254542,0.9401005506515504,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6398300485502888,0.758865678174753,0.2163636363636363,0.9989071038251366,0.8666666666666667,0.7028571428571426,0.9977794670971408,0.789282463742816,0.897911227154047,0.9812871046035088,1.0,0.4130075273777434,0.9396211895740948,69.61266267160963,84.69575752127867,83.34789553888368,78.91293210365399,True,Slovak Republic,top quartile
4799,SVN,2024,1.0046985121378231,77.85157866356465,31.53846153846154,0.0,0.96875,106.3,4.53314,4.866412213740458,6.82,98.70347569308868,100.0,126.1838135,0.9815321564674376,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,High income,0.6494414631378848,0.7656872216938555,0.3010489510489511,1.0,0.9666666666666668,0.6571428571428571,0.9979524328373284,0.8900152873729325,0.9109660574412533,0.985901663633674,1.0,0.3950326729951809,0.981384362698541,73.65688605094715,86.40191586985928,84.05796748318491,81.17803549954886,True,Slovenia,top quartile
4829,SWE,2024,1.02570281124498,82.2325729215055,46.70487106017192,0.6,1.0,105.6,4.50784,2.7918781725888326,0.2,99.1505761453895,100.0,125.0711442,1.0,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Northern Europe,Europe & Central Asia,High income,0.6667807897439998,0.8120346755700691,0.4458192237561865,0.9934426229508196,1.0,0.6971428571428573,0.9979674434133472,0.9389478816349024,0.9973890339425588,0.9907634101759272,1.0,0.3915493361427988,1.0,78.3615462404215,90.78618040334165,84.55781865796816,84.41614279793167,True,Sweden,top quartile
4859,SWZ,2024,0.9468811504741456,42.24219083334338,28.846153846153847,36.1,0.46875,102.9,239.63239,33.92754456584244,1.9,67.40573331399632,82.3,122.1702298,0.3536035120487213,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southern Africa,Sub-Saharan Africa,Lower middle income,0.6017124666940666,0.38896806552744,0.2753496503496503,0.6054644808743169,0.4333333333333333,0.851428571428571,0.8584672484864815,0.2045425161527468,0.975195822454308,0.6455716773658289,0.8215725806451613,0.3824676961306889,0.3484305543621629,46.09655993557615,72.24085396305269,54.95106271259604,56.773085049009005,True,Eswatini,lowest quartile
4889,SYC,2024,0.9668246445497628,78.74707823546984,20.58823529411765,0.5,0.78125,103.6,3.33321,17.515475716662582,32.525,98.81821837446547,100.0,191.50843,0.9026253647529162,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,AVG_INC,Eastern Africa,Sub-Saharan Africa,High income,0.6181760847219789,0.7751608988231546,0.196524064171123,0.994535519125683,0.7666666666666667,0.8114285714285716,0.9986643553860312,0.5916584130558519,0.5753916449086162,0.9871493694491388,1.0,0.5995387594147368,0.9018460986565398,67.02126467017212,74.42857461947678,87.21335568801038,75.77252724086685,True,Seychelles,mid-quartiles
